6
Insert(-416.24,Value0)
Insert(498.65,Value1032)
Insert(-360.36,Value1033)
Insert(210.27,Value1034)
Insert(242.73,Value1035)
Insert(493.47,Value1036)
Insert(-423.41,Value1037)
Insert(59.22,Value1038)
Insert(2.37,Value1039)
Insert(397.27,Value1040)
Insert(-229.48,Value1041)
Insert(-35.14,Value1042)
Insert(354.05,Value1043)
Insert(-450.3,Value1044)
Insert(-38.08,Value1045)
Insert(-53.78,Value1046)
Insert(35.69,Value1047)
Insert(287.62,Value1048)
Insert(-379.14,Value1049)
Insert(202.17,Value1050)
Insert(219.77,Value1051)
Insert(-13.7,Value1052)
Insert(400.78,Value1053)
Insert(-490.74,Value1054)
Insert(407.35,Value1055)
Insert(211.37,Value1056)
Insert(185.19,Value1057)
Insert(-142.26,Value1058)
Insert(-441.02,Value1059)
Insert(306.07,Value1060)
Insert(-293.22,Value1061)
Insert(422.4,Value1062)
Insert(310.96,Value1063)
Insert(1.45,Value1064)
Insert(-312.62,Value1065)
Insert(-122.4,Value1066)
Insert(371.19,Value1067)
Insert(-187.55,Value1068)
Insert(349.29,Value1069)
Insert(457.05,Value1070)
Insert(358.66,Value1071)
Insert(-357.09,Value1072)
Insert(248.81,Value1073)
Insert(351.09,Value1074)
Insert(-489.4,Value1075)
Insert(-155.93,Value1076)
Insert(-8.94,Value1077)
Insert(315.46,Value1078)
Insert(-220.73,Value1079)
Insert(422.89,Value1080)
Insert(-491.95,Value1081)
Insert(357.26,Value1082)
Insert(419.59,Value1083)
Insert(249.39,Value1084)
Insert(221.66,Value1085)
Insert(330.91,Value1086)
Insert(-443.54,Value1087)
Insert(267.57,Value1088)
Insert(407.62,Value1089)
Insert(-246.99,Value1090)
Insert(-474.23,Value1091)
Insert(298.44,Value1092)
Insert(226.48,Value1093)
Insert(-301.43,Value1094)
Insert(455.15,Value1095)
Insert(-489.45,Value1096)
Insert(-224.55,Value1097)
Insert(-434.55,Value1098)
Insert(-355.88,Value1099)
Insert(244.86,Value1100)
Insert(-79.87,Value1101)
Insert(-330.68,Value1102)
Insert(-378.52,Value1103)
Insert(-298.9,Value1104)
Insert(210.71,Value1105)
Insert(341.9,Value1106)
Insert(418.57,Value1107)
Insert(-410.64,Value1108)
Insert(203.86,Value1109)
Insert(79.71,Value1110)
Insert(403.16,Value1111)
Insert(29.99,Value1112)
Insert(-410.27,Value1113)
Insert(-471.02,Value1114)
Insert(180.11,Value1115)
Insert(275.56,Value1116)
Insert(-230.66,Value1117)
Insert(-109.47,Value1118)
Insert(249.29,Value1119)
Insert(-184.79,Value1120)
Insert(143.9,Value1121)
Insert(-374.42,Value1122)
Insert(478.46,Value1123)
Insert(-431.38,Value1124)
Insert(-292.04,Value1125)
Insert(-125.66,Value1126)
Insert(-339.34,Value1127)
Insert(-452.89,Value1128)
Insert(495.34,Value1129)
Insert(317.34,Value1130)
Insert(139.29,Value1131)
Insert(-115.48,Value1132)
Insert(12.99,Value1133)
Insert(76.65,Value1134)
Insert(-141.08,Value1135)
Insert(-2.71,Value1136)
Insert(-210.38,Value1137)
Insert(445.12,Value1138)
Insert(87.18,Value1139)
Insert(358.01,Value1140)
Insert(-401.83,Value1141)
Insert(-247.13,Value1142)
Insert(-250.94,Value1143)
Insert(-53.25,Value1144)
Insert(137.51,Value1145)
Insert(-268.89,Value1146)
Insert(18.93,Value1147)
Insert(408.43,Value1148)
Insert(-485.28,Value1149)
Insert(121.29,Value1150)
Insert(487.22,Value1151)
Insert(359.13,Value1152)
Insert(349.39,Value1153)
Insert(210.79,Value1154)
Insert(479.34,Value1155)
Insert(460.43,Value1156)
Insert(-173.02,Value1157)
Insert(65.19,Value1158)
Insert(361.05,Value1159)
Insert(492.48,Value1160)
Insert(19.37,Value1161)
Insert(-70.33,Value1162)
Insert(-352.74,Value1163)
Insert(-163.57,Value1164)
Insert(384.17,Value1165)
Insert(413.13,Value1166)
Insert(80.34,Value1167)
Insert(-284.3,Value1168)
Insert(176.83,Value1169)
Insert(-265.97,Value1170)
Insert(475.97,Value1171)
Insert(344.69,Value1172)
Insert(215.89,Value1173)
Insert(-59.83,Value1174)
Insert(34.27,Value1175)
Insert(120.72,Value1176)
Insert(404.33,Value1177)
Insert(-376.15,Value1178)
Insert(-193.61,Value1179)
Insert(439.59,Value1180)
Insert(490.88,Value1181)
Insert(-307.75,Value1182)
Insert(235.72,Value1183)
Insert(-422.9,Value1184)
Insert(-100.43,Value1185)
Insert(233.99,Value1186)
Insert(345.43,Value1187)
Insert(-417.82,Value1188)
Insert(313.03,Value1189)
Insert(-122.62,Value1190)
Insert(-335.02,Value1191)
Insert(2.09,Value1192)
Insert(-153.82,Value1193)
Insert(-283.67,Value1194)
Insert(367.78,Value1195)
Insert(157.95,Value1196)
Insert(-303.73,Value1197)
Insert(188.3,Value1198)
Insert(298.32,Value1199)
Insert(-97.21,Value1200)
Insert(-156.88,Value1201)
Insert(41.2,Value1202)
Insert(-220.38,Value1203)
Insert(-14.87,Value1204)
Insert(172.12,Value1205)
Insert(376.7,Value1206)
Insert(452.65,Value1207)
Insert(147.17,Value1208)
Insert(-440.47,Value1209)
Insert(325.88,Value1210)
Insert(-57.37,Value1211)
Insert(-498.79,Value1212)
Insert(273.46,Value1213)
Insert(70.84,Value1214)
Insert(126.14,Value1215)
Insert(-163.91,Value1216)
Insert(209.17,Value1217)
Insert(6.26,Value1218)
Insert(-241.52,Value1219)
Insert(214.37,Value1220)
Insert(-132.61,Value1221)
Insert(-138.84,Value1222)
Insert(334.28,Value1223)
Insert(-43.88,Value1224)
Insert(28.16,Value1225)
Insert(-177.76,Value1226)
Insert(-317.53,Value1227)
Insert(-368.35,Value1228)
Insert(451.94,Value1229)
Insert(-257.33,Value1230)
Insert(332.11,Value1231)
Insert(329.96,Value1232)
Insert(315.43,Value1233)
Insert(499.1,Value1234)
Insert(-446.66,Value1235)
Insert(53.18,Value1236)
Insert(-278.54,Value1237)
Insert(-217.53,Value1238)
Insert(-26.46,Value1239)
Insert(-238.29,Value1240)
Insert(141.93,Value1241)
Insert(-481.99,Value1242)
Insert(-465.03,Value1243)
Insert(-84.68,Value1244)
Insert(200.12,Value1245)
Insert(387.98,Value1246)
Insert(-414.34,Value1247)
Insert(262.49,Value1248)
Insert(-350.8,Value1249)
Insert(396.45,Value1250)
Insert(57.53,Value1251)
Insert(485.82,Value1252)
Insert(203.13,Value1253)
Insert(466.12,Value1254)
Insert(487.61,Value1255)
Insert(89.61,Value1256)
Insert(-412.99,Value1257)
Insert(87.4,Value1258)
Insert(383.28,Value1259)
Insert(311.96,Value1260)
Insert(356.43,Value1261)
Insert(468.65,Value1262)
Insert(193.64,Value1263)
Insert(147.89,Value1264)
Insert(-349.99,Value1265)
Insert(176.26,Value1266)
Insert(-443.48,Value1267)
Insert(466.4,Value1268)
Insert(90.41,Value1269)
Insert(-227.3,Value1270)
Insert(-413.48,Value1271)
Insert(63.44,Value1272)
Insert(-468.98,Value1273)
Insert(-491.37,Value1274)
Insert(297.49,Value1275)
Insert(315.41,Value1276)
Insert(-37.89,Value1277)
Insert(194.03,Value1278)
Insert(-256.53,Value1279)
Insert(49.9,Value1280)
Insert(163.16,Value1281)
Insert(29.7,Value1282)
Insert(257.23,Value1283)
Insert(-226.55,Value1284)
Insert(394.01,Value1285)
Insert(-471.15,Value1286)
Insert(-352.13,Value1287)
Insert(68.21,Value1288)
Insert(395.21,Value1289)
Insert(241.47,Value1290)
Insert(-192.31,Value1291)
Insert(-404.02,Value1292)
Insert(-494.74,Value1293)
Insert(116.05,Value1294)
Insert(332.31,Value1295)
Insert(-31.15,Value1296)
Insert(316.26,Value1297)
Insert(-131.74,Value1298)
Insert(200.99,Value1299)
Insert(-236.75,Value1300)
Insert(-403.57,Value1301)
Insert(-314.54,Value1302)
Insert(166.76,Value1303)
Insert(-12.78,Value1304)
Insert(-317.36,Value1305)
Insert(95.73,Value1306)
Insert(6.35,Value1307)
Insert(-321.4,Value1308)
Insert(-25.35,Value1309)
Insert(-459.71,Value1310)
Insert(9.28,Value1311)
Insert(152.17,Value1312)
Insert(-59.46,Value1313)
Insert(-260.94,Value1314)
Insert(-88.2,Value1315)
Insert(98.56,Value1316)
Insert(-177.64,Value1317)
Insert(21.63,Value1318)
Insert(-373.0,Value1319)
Insert(385.13,Value1320)
Insert(-180.35,Value1321)
Insert(-203.02,Value1322)
Insert(-257.25,Value1323)
Insert(-258.76,Value1324)
Insert(432.2,Value1325)
Insert(166.97,Value1326)
Insert(253.02,Value1327)
Insert(-63.44,Value1328)
Insert(9.49,Value1329)
Insert(97.8,Value1330)
Insert(310.15,Value1331)
Insert(-265.06,Value1332)
Insert(-80.7,Value1333)
Insert(-335.98,Value1334)
Insert(-179.03,Value1335)
Insert(0.77,Value1336)
Insert(304.32,Value1337)
Insert(173.22,Value1338)
Insert(163.53,Value1339)
Insert(-487.4,Value1340)
Insert(-356.48,Value1341)
Insert(-150.13,Value1342)
Insert(-223.88,Value1343)
Insert(-192.63,Value1344)
Insert(-424.4,Value1345)
Insert(389.34,Value1346)
Insert(311.89,Value1347)
Insert(461.1,Value1348)
Insert(140.54,Value1349)
Insert(-320.0,Value1350)
Insert(118.4,Value1351)
Insert(375.54,Value1352)
Insert(357.45,Value1353)
Insert(-156.68,Value1354)
Insert(-77.26,Value1355)
Insert(-147.02,Value1356)
Insert(-72.01,Value1357)
Insert(-364.21,Value1358)
Insert(64.85,Value1359)
Insert(91.35,Value1360)
Insert(293.64,Value1361)
Insert(171.92,Value1362)
Insert(-56.6,Value1363)
Insert(-2.09,Value1364)
Insert(20.85,Value1365)
Insert(37.1,Value1366)
Insert(349.95,Value1367)
Insert(-409.18,Value1368)
Insert(-187.02,Value1369)
Insert(-484.16,Value1370)
Insert(40.61,Value1371)
Insert(-86.31,Value1372)
Insert(-60.1,Value1373)
Insert(226.4,Value1374)
Insert(113.84,Value1375)
Insert(241.65,Value1376)
Insert(-140.18,Value1377)
Insert(268.34,Value1378)
Insert(-244.26,Value1379)
Insert(211.31,Value1380)
Insert(418.57,Value1381)
Insert(-438.04,Value1382)
Insert(291.43,Value1383)
Insert(336.81,Value1384)
Insert(-273.53,Value1385)
Insert(-80.21,Value1386)
Insert(429.12,Value1387)
Insert(-358.53,Value1388)
Insert(72.96,Value1389)
Insert(-186.83,Value1390)
Insert(-254.83,Value1391)
Insert(215.64,Value1392)
Insert(123.15,Value1393)
Insert(-282.51,Value1394)
Insert(-394.4,Value1395)
Insert(-435.14,Value1396)
Insert(-237.42,Value1397)
Insert(-37.26,Value1398)
Insert(28.89,Value1399)
Insert(226.69,Value1400)
Insert(206.92,Value1401)
Insert(28.8,Value1402)
Insert(-204.89,Value1403)
Insert(-286.84,Value1404)
Insert(-351.49,Value1405)
Insert(-443.93,Value1406)
Insert(431.7,Value1407)
Insert(194.74,Value1408)
Insert(125.71,Value1409)
Insert(65.53,Value1410)
Insert(-277.31,Value1411)
Insert(-150.82,Value1412)
Insert(364.68,Value1413)
Insert(-333.04,Value1414)
Insert(-346.45,Value1415)
Insert(334.92,Value1416)
Insert(-471.21,Value1417)
Insert(-217.46,Value1418)
Insert(194.15,Value1419)
Insert(-393.48,Value1420)
Insert(-11.9,Value1421)
Insert(-102.74,Value1422)
Insert(-312.66,Value1423)
Insert(103.81,Value1424)
Insert(117.31,Value1425)
Insert(288.24,Value1426)
Insert(-157.84,Value1427)
Insert(268.26,Value1428)
Insert(7.38,Value1429)
Insert(103.21,Value1430)
Insert(-121.12,Value1431)
Insert(-82.02,Value1432)
Insert(212.1,Value1433)
Insert(226.87,Value1434)
Insert(-236.05,Value1435)
Insert(164.84,Value1436)
Insert(324.24,Value1437)
Insert(-360.32,Value1438)
Insert(-36.09,Value1439)
Insert(-454.21,Value1440)
Insert(-469.95,Value1441)
Insert(206.0,Value1442)
Insert(22.59,Value1443)
Insert(-44.58,Value1444)
Insert(-92.11,Value1445)
Insert(-134.47,Value1446)
Insert(-33.88,Value1447)
Insert(202.78,Value1448)
Insert(-95.99,Value1449)
Insert(-248.17,Value1450)
Insert(-147.79,Value1451)
Insert(205.52,Value1452)
Insert(-212.6,Value1453)
Insert(-167.14,Value1454)
Insert(395.82,Value1455)
Insert(10.14,Value1456)
Insert(-330.57,Value1457)
Insert(152.42,Value1458)
Insert(405.81,Value1459)
Insert(-73.94,Value1460)
Insert(467.02,Value1461)
Insert(-497.05,Value1462)
Insert(195.26,Value1463)
Insert(-247.72,Value1464)
Insert(102.11,Value1465)
Insert(-99.78,Value1466)
Insert(-456.47,Value1467)
Insert(-278.13,Value1468)
Insert(-383.38,Value1469)
Insert(-383.41,Value1470)
Insert(152.89,Value1471)
Insert(253.84,Value1472)
Insert(-412.31,Value1473)
Insert(401.34,Value1474)
Insert(173.44,Value1475)
Insert(-245.42,Value1476)
Insert(479.52,Value1477)
Insert(53.4,Value1478)
Insert(20.2,Value1479)
Insert(-493.6,Value1480)
Insert(-457.14,Value1481)
Insert(324.55,Value1482)
Insert(26.01,Value1483)
Insert(-379.5,Value1484)
Insert(470.37,Value1485)
Insert(152.9,Value1486)
Insert(118.94,Value1487)
Insert(382.74,Value1488)
Insert(484.43,Value1489)
Insert(-15.26,Value1490)
Insert(273.52,Value1491)
Insert(-70.74,Value1492)
Insert(252.25,Value1493)
Insert(-195.47,Value1494)
Insert(215.03,Value1495)
Insert(408.13,Value1496)
Insert(-252.09,Value1497)
Insert(-187.63,Value1498)
Insert(280.05,Value1499)
Insert(-25.33,Value1500)
Insert(-330.71,Value1501)
Insert(-242.96,Value1502)
Insert(0.09,Value1503)
Insert(-184.93,Value1504)
Insert(-495.58,Value1505)
Insert(-370.22,Value1506)
Insert(-299.9,Value1507)
Insert(193.0,Value1508)
Insert(85.33,Value1509)
Insert(-209.88,Value1510)
Insert(5.77,Value1511)
Insert(170.22,Value1512)
Insert(-230.15,Value1513)
Insert(269.6,Value1514)
Insert(-116.23,Value1515)
Insert(278.45,Value1516)
Insert(342.87,Value1517)
Insert(74.78,Value1518)
Insert(270.41,Value1519)
Insert(-267.91,Value1520)
Insert(-69.35,Value1521)
Insert(-46.23,Value1522)
Insert(-262.48,Value1523)
Insert(77.02,Value1524)
Insert(208.64,Value1525)
Insert(142.96,Value1526)
Insert(428.32,Value1527)
Insert(362.64,Value1528)
Insert(167.39,Value1529)
Insert(-351.29,Value1530)
Insert(-254.54,Value1531)
Insert(-299.14,Value1532)
Insert(28.36,Value1533)
Insert(-404.51,Value1534)
Insert(-182.85,Value1535)
Insert(332.4,Value1536)
Insert(-401.44,Value1537)
Insert(-312.5,Value1538)
Insert(-452.19,Value1539)
Insert(-158.92,Value1540)
Insert(432.19,Value1541)
Insert(363.64,Value1542)
Insert(-259.95,Value1543)
Insert(-290.76,Value1544)
Insert(-304.14,Value1545)
Insert(-96.39,Value1546)
Insert(381.67,Value1547)
Insert(177.27,Value1548)
Insert(69.32,Value1549)
Insert(-493.22,Value1550)
Insert(487.71,Value1551)
Insert(-269.77,Value1552)
Insert(-80.25,Value1553)
Insert(-2.98,Value1554)
Insert(260.26,Value1555)
Insert(394.9,Value1556)
Insert(175.29,Value1557)
Insert(-263.85,Value1558)
Insert(436.83,Value1559)
Insert(356.98,Value1560)
Insert(-348.95,Value1561)
Insert(-133.78,Value1562)
Insert(457.5,Value1563)
Insert(89.25,Value1564)
Insert(128.16,Value1565)
Insert(-354.28,Value1566)
Insert(-168.49,Value1567)
Insert(-456.21,Value1568)
Insert(-453.42,Value1569)
Insert(-224.56,Value1570)
Insert(-321.24,Value1571)
Insert(14.97,Value1572)
Insert(106.28,Value1573)
Insert(-437.35,Value1574)
Insert(154.91,Value1575)
Insert(-420.42,Value1576)
Insert(-268.17,Value1577)
Insert(33.23,Value1578)
Insert(-442.54,Value1579)
Insert(292.83,Value1580)
Insert(-94.54,Value1581)
Insert(-17.44,Value1582)
Insert(-499.22,Value1583)
Insert(-350.21,Value1584)
Insert(293.83,Value1585)
Insert(138.41,Value1586)
Insert(-335.19,Value1587)
Insert(-216.59,Value1588)
Insert(145.25,Value1589)
Insert(-67.89,Value1590)
Insert(273.34,Value1591)
Insert(391.16,Value1592)
Insert(350.77,Value1593)
Insert(-93.2,Value1594)
Insert(-471.55,Value1595)
Insert(480.62,Value1596)
Insert(-54.42,Value1597)
Insert(-451.34,Value1598)
Insert(-454.29,Value1599)
Insert(-421.16,Value1600)
Insert(222.55,Value1601)
Insert(-486.89,Value1602)
Insert(-419.97,Value1603)
Insert(128.98,Value1604)
Insert(467.79,Value1605)
Insert(-5.5,Value1606)
Insert(347.6,Value1607)
Insert(27.7,Value1608)
Insert(-53.26,Value1609)
Insert(350.41,Value1610)
Insert(488.7,Value1611)
Insert(-105.3,Value1612)
Insert(-330.45,Value1613)
Insert(453.33,Value1614)
Insert(269.12,Value1615)
Insert(-249.43,Value1616)
Insert(435.06,Value1617)
Insert(-178.32,Value1618)
Insert(338.23,Value1619)
Insert(427.34,Value1620)
Insert(-293.16,Value1621)
Insert(-185.02,Value1622)
Insert(-309.66,Value1623)
Insert(109.21,Value1624)
Insert(-43.34,Value1625)
Insert(-249.4,Value1626)
Insert(174.18,Value1627)
Insert(-429.11,Value1628)
Insert(-12.51,Value1629)
Insert(-107.87,Value1630)
Insert(304.28,Value1631)
Insert(135.14,Value1632)
Insert(-185.34,Value1633)
Insert(230.47,Value1634)
Insert(-455.35,Value1635)
Insert(-239.59,Value1636)
Insert(-136.65,Value1637)
Insert(-463.94,Value1638)
Insert(259.42,Value1639)
Insert(335.16,Value1640)
Insert(-284.74,Value1641)
Insert(483.93,Value1642)
Insert(102.5,Value1643)
Insert(152.51,Value1644)
Insert(305.29,Value1645)
Insert(-374.19,Value1646)
Insert(-316.56,Value1647)
Insert(-286.41,Value1648)
Insert(-246.08,Value1649)
Insert(88.83,Value1650)
Insert(-117.98,Value1651)
Insert(-15.05,Value1652)
Insert(-285.03,Value1653)
Insert(-310.83,Value1654)
Insert(-442.4,Value1655)
Insert(62.65,Value1656)
Insert(-360.99,Value1657)
Insert(-194.16,Value1658)
Insert(87.0,Value1659)
Insert(282.28,Value1660)
Insert(409.95,Value1661)
Insert(-243.66,Value1662)
Insert(-326.17,Value1663)
Insert(419.05,Value1664)
Insert(-188.82,Value1665)
Insert(119.84,Value1666)
Insert(22.25,Value1667)
Insert(-173.1,Value1668)
Insert(-234.31,Value1669)
Insert(-194.37,Value1670)
Insert(91.59,Value1671)
Insert(137.28,Value1672)
Insert(100.74,Value1673)
Insert(75.57,Value1674)
Insert(186.3,Value1675)
Insert(-72.07,Value1676)
Insert(-236.79,Value1677)
Insert(400.71,Value1678)
Insert(-446.85,Value1679)
Insert(-472.81,Value1680)
Insert(415.47,Value1681)
Insert(-145.88,Value1682)
Insert(-15.12,Value1683)
Insert(-164.83,Value1684)
Insert(90.86,Value1685)
Insert(383.58,Value1686)
Insert(-257.14,Value1687)
Insert(351.54,Value1688)
Insert(-88.65,Value1689)
Insert(135.6,Value1690)
Insert(-161.96,Value1691)
Insert(345.91,Value1692)
Insert(332.16,Value1693)
Insert(-283.87,Value1694)
Insert(-316.07,Value1695)
Insert(-451.25,Value1696)
Insert(-190.3,Value1697)
Insert(-80.01,Value1698)
Insert(39.63,Value1699)
Insert(390.87,Value1700)
Insert(372.65,Value1701)
Insert(351.24,Value1702)
Insert(-115.69,Value1703)
Insert(31.95,Value1704)
Insert(296.72,Value1705)
Insert(-420.39,Value1706)
Insert(409.35,Value1707)
Insert(-402.96,Value1708)
Insert(-190.4,Value1709)
Insert(-479.9,Value1710)
Insert(241.74,Value1711)
Insert(-432.73,Value1712)
Insert(-138.28,Value1713)
Insert(-35.15,Value1714)
Insert(174.66,Value1715)
Insert(302.39,Value1716)
Insert(43.57,Value1717)
Insert(492.28,Value1718)
Insert(97.06,Value1719)
Insert(290.96,Value1720)
Insert(265.6,Value1721)
Insert(29.46,Value1722)
Insert(-478.11,Value1723)
Insert(-364.69,Value1724)
Insert(-434.1,Value1725)
Insert(364.23,Value1726)
Insert(132.52,Value1727)
Insert(-101.14,Value1728)
Insert(-258.25,Value1729)
Insert(-64.69,Value1730)
Insert(-375.99,Value1731)
Insert(326.46,Value1732)
Insert(-198.86,Value1733)
Insert(-146.7,Value1734)
Insert(458.95,Value1735)
Insert(-258.53,Value1736)
Insert(220.17,Value1737)
Insert(-228.13,Value1738)
Insert(390.53,Value1739)
Insert(342.91,Value1740)
Insert(39.57,Value1741)
Insert(246.95,Value1742)
Insert(-252.9,Value1743)
Insert(303.27,Value1744)
Insert(86.15,Value1745)
Insert(243.27,Value1746)
Insert(-272.58,Value1747)
Insert(-6.84,Value1748)
Insert(165.25,Value1749)
Insert(-172.72,Value1750)
Insert(230.89,Value1751)
Insert(-165.5,Value1752)
Insert(162.78,Value1753)
Insert(-372.97,Value1754)
Insert(308.77,Value1755)
Insert(430.67,Value1756)
Insert(258.53,Value1757)
Insert(430.05,Value1758)
Insert(373.18,Value1759)
Insert(-185.36,Value1760)
Insert(324.48,Value1761)
Insert(-279.95,Value1762)
Insert(81.07,Value1763)
Insert(157.52,Value1764)
Insert(19.06,Value1765)
Insert(393.01,Value1766)
Insert(-211.5,Value1767)
Insert(188.1,Value1768)
Insert(-480.78,Value1769)
Insert(483.39,Value1770)
Insert(-451.28,Value1771)
Insert(314.74,Value1772)
Insert(3.54,Value1773)
Insert(-26.44,Value1774)
Insert(255.26,Value1775)
Insert(69.25,Value1776)
Insert(426.81,Value1777)
Insert(283.4,Value1778)
Insert(-299.98,Value1779)
Insert(-236.39,Value1780)
Insert(-62.14,Value1781)
Insert(-390.1,Value1782)
Insert(-101.6,Value1783)
Insert(-254.21,Value1784)
Insert(-467.25,Value1785)
Insert(-386.9,Value1786)
Insert(-47.49,Value1787)
Insert(300.92,Value1788)
Insert(373.54,Value1789)
Insert(239.0,Value1790)
Insert(-177.49,Value1791)
Insert(428.48,Value1792)
Insert(204.93,Value1793)
Insert(20.54,Value1794)
Insert(-296.84,Value1795)
Insert(-123.79,Value1796)
Insert(-150.34,Value1797)
Insert(-59.31,Value1798)
Insert(-274.53,Value1799)
Insert(-462.0,Value1800)
Insert(380.88,Value1801)
Insert(57.4,Value1802)
Insert(-421.98,Value1803)
Insert(39.29,Value1804)
Insert(-62.18,Value1805)
Insert(59.9,Value1806)
Insert(80.92,Value1807)
Insert(-473.8,Value1808)
Insert(277.31,Value1809)
Insert(393.89,Value1810)
Insert(-290.89,Value1811)
Insert(-10.6,Value1812)
Insert(491.22,Value1813)
Insert(329.47,Value1814)
Insert(62.27,Value1815)
Insert(3.82,Value1816)
Insert(243.02,Value1817)
Insert(69.0,Value1818)
Insert(376.41,Value1819)
Insert(-443.53,Value1820)
Insert(-332.63,Value1821)
Insert(223.98,Value1822)
Insert(-302.64,Value1823)
Insert(-389.4,Value1824)
Insert(132.16,Value1825)
Insert(50.08,Value1826)
Insert(-440.46,Value1827)
Insert(228.61,Value1828)
Insert(200.02,Value1829)
Insert(-258.11,Value1830)
